epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,13103,0.43612,0.28356,0.82413,0.95783,0.96433,0.97084,0.84155,0.33094,0.43083,0.55278,0.0005075,0.0005075,0.0005075
182,13175.2,0.42173,0.27391,0.82868,0.95389,0.96418,0.97203,0.84514,0.33917,0.38653,0.55567,0.000503375,0.000503375,0.000503375
183,13247.3,0.43036,0.27925,0.83145,0.95366,0.95186,0.96628,0.83922,0.35103,0.28871,0.55812,0.00049925,0.00049925,0.00049925
184,13319.4,0.4186,0.26883,0.82034,0.94776,0.9517,0.96341,0.8442,0.34362,0.28233,0.55603,0.000495125,0.000495125,0.000495125
185,13391.5,0.43963,0.27036,0.81835,0.95028,0.94977,0.95857,0.84035,0.3444,0.29062,0.55395,0.000491,0.000491,0.000491
186,13463.6,0.42255,0.2644,0.81953,0.94709,0.95409,0.96124,0.84109,0.34662,0.27652,0.55584,0.000486875,0.000486875,0.000486875
187,13535.5,0.43453,0.27328,0.82949,0.94291,0.94485,0.95399,0.83356,0.34904,0.26132,0.55724,0.00048275,0.00048275,0.00048275
188,13607.6,0.43305,0.27869,0.8231,0.93838,0.94517,0.95299,0.837,0.33834,0.25645,0.55437,0.000478625,0.000478625,0.000478625
189,13679.8,0.40314,0.2697,0.81936,0.9496,0.95086,0.96427,0.83961,0.35029,0.25597,0.55765,0.0004745,0.0004745,0.0004745
190,13752.5,0.40002,0.25932,0.82083,0.93405,0.94948,0.95852,0.83662,0.34406,0.29674,0.55658,0.000470375,0.000470375,0.000470375
191,13825.1,0.42753,0.27103,0.82182,0.93666,0.95704,0.9613,0.83327,0.34709,0.43933,0.55618,0.00046625,0.00046625,0.00046625
192,13897.1,0.42329,0.27053,0.82755,0.94221,0.95413,0.95732,0.83731,0.34046,0.56817,0.55488,0.000462125,0.000462125,0.000462125
193,13969.1,0.4192,0.27109,0.82173,0.95936,0.95534,0.96918,0.84374,0.3466,0.37049,0.55453,0.000458,0.000458,0.000458
194,14041.3,0.40353,0.26039,0.81545,0.94696,0.95522,0.97081,0.85065,0.34101,0.27347,0.55422,0.000453875,0.000453875,0.000453875
195,14113.3,0.42171,0.26919,0.81896,0.94918,0.9545,0.96995,0.84794,0.35077,0.29591,0.55697,0.00044975,0.00044975,0.00044975
196,14185.3,0.40857,0.25875,0.81379,0.95619,0.95233,0.96764,0.84628,0.34951,0.3464,0.5576,0.000445625,0.000445625,0.000445625
197,14257.3,0.41801,0.27285,0.82286,0.95545,0.95891,0.97003,0.84739,0.34577,0.33747,0.55457,0.0004415,0.0004415,0.0004415
198,14329.4,0.42518,0.27264,0.82848,0.95933,0.96328,0.97048,0.85231,0.33877,0.26816,0.55431,0.000437375,0.000437375,0.000437375
199,14401.5,0.41829,0.26502,0.8211,0.96247,0.96335,0.96911,0.85438,0.33506,0.2924,0.55435,0.00043325,0.00043325,0.00043325
200,14473.5,0.4072,0.25887,0.81152,0.96723,0.95361,0.96595,0.858,0.32588,0.34719,0.5507,0.000429125,0.000429125,0.000429125
201,14545.6,0.41424,0.26706,0.81521,0.96421,0.96466,0.97004,0.8535,0.33261,0.39143,0.5515,0.000425,0.000425,0.000425
202,14617.5,0.40285,0.26095,0.8119,0.96674,0.96217,0.97311,0.85173,0.32533,0.41193,0.55054,0.000420875,0.000420875,0.000420875
203,14689.4,0.40622,0.26163,0.81655,0.96471,0.96359,0.96844,0.85547,0.32466,0.53499,0.55097,0.00041675,0.00041675,0.00041675
204,14761.9,0.43458,0.26971,0.82869,0.9633,0.95995,0.96707,0.84264,0.35736,0.47141,0.55604,0.000412625,0.000412625,0.000412625
205,14833.8,0.40334,0.26172,0.81467,0.96408,0.96345,0.96627,0.84761,0.32817,0.32253,0.55172,0.0004085,0.0004085,0.0004085
206,14906.1,0.37771,0.25064,0.81546,0.96129,0.96466,0.96981,0.85503,0.32712,0.26144,0.55293,0.000404375,0.000404375,0.000404375
207,14978.1,0.4157,0.25901,0.816,0.96116,0.96466,0.96739,0.85759,0.33237,0.25584,0.5546,0.00040025,0.00040025,0.00040025
208,15050.1,0.39895,0.25777,0.81598,0.96095,0.95732,0.96721,0.85391,0.33646,0.25069,0.55357,0.000396125,0.000396125,0.000396125
209,15122.1,0.40392,0.26076,0.82435,0.96518,0.95273,0.96717,0.85532,0.33183,0.25138,0.55109,0.000392,0.000392,0.000392
210,15194.1,0.38516,0.24868,0.81457,0.95337,0.96202,0.96876,0.85367,0.342,0.28142,0.5546,0.000387875,0.000387875,0.000387875
211,15266.2,0.41315,0.26126,0.82554,0.95367,0.964,0.96817,0.85387,0.33738,0.26722,0.55406,0.00038375,0.00038375,0.00038375
212,15338.4,0.40751,0.26446,0.82678,0.96591,0.95145,0.96546,0.84535,0.34602,0.25916,0.55497,0.000379625,0.000379625,0.000379625
213,15410.4,0.40473,0.26513,0.82502,0.96094,0.95129,0.96379,0.84613,0.34011,0.26278,0.55388,0.0003755,0.0003755,0.0003755
214,15482.6,0.40957,0.26431,0.82528,0.96354,0.95291,0.96421,0.84523,0.3382,0.25495,0.55407,0.000371375,0.000371375,0.000371375
215,15554.6,0.4033,0.26512,0.81671,0.96309,0.95691,0.9656,0.8542,0.32982,0.2586,0.55148,0.00036725,0.00036725,0.00036725
216,15627.2,0.38544,0.24644,0.81669,0.96169,0.95393,0.96652,0.84691,0.33894,0.25134,0.55203,0.000363125,0.000363125,0.000363125
217,15699.5,0.40422,0.25071,0.81827,0.962,0.95663,0.96682,0.85224,0.33064,0.25141,0.55044,0.000359,0.000359,0.000359
218,15771.6,0.40845,0.2557,0.82005,0.96069,0.96183,0.96658,0.84547,0.33461,0.27767,0.55256,0.000354875,0.000354875,0.000354875
219,15847,0.39377,0.25428,0.82064,0.95419,0.96316,0.96032,0.84681,0.3318,0.29255,0.5523,0.00035075,0.00035075,0.00035075
220,15921,0.39411,0.25055,0.81754,0.95739,0.95995,0.96011,0.84061,0.3365,0.26763,0.55395,0.000346625,0.000346625,0.000346625
221,15992.9,0.39597,0.25187,0.81724,0.96181,0.95549,0.95978,0.83965,0.34231,0.25408,0.55494,0.0003425,0.0003425,0.0003425
222,16065,0.40393,0.25371,0.81555,0.95978,0.94312,0.95892,0.84564,0.33478,0.24293,0.55333,0.000338375,0.000338375,0.000338375
223,16137.2,0.39222,0.24968,0.81599,0.96005,0.94239,0.96135,0.8458,0.3366,0.25085,0.55398,0.00033425,0.00033425,0.00033425
224,16209.3,0.39226,0.24953,0.82062,0.94609,0.94732,0.95977,0.84941,0.33653,0.26914,0.55544,0.000330125,0.000330125,0.000330125
225,16281.3,0.39145,0.2579,0.82723,0.9616,0.94769,0.9688,0.85001,0.33911,0.25341,0.55554,0.000326,0.000326,0.000326
226,16353.4,0.38744,0.25013,0.81557,0.95697,0.94675,0.96612,0.84524,0.33247,0.24687,0.55222,0.000321875,0.000321875,0.000321875
227,16426.5,0.38295,0.2483,0.81877,0.96338,0.95285,0.96754,0.84145,0.33745,0.24372,0.55188,0.00031775,0.00031775,0.00031775
228,16498.8,0.37835,0.24703,0.82318,0.95694,0.95147,0.96896,0.84615,0.33021,0.26165,0.55179,0.000313625,0.000313625,0.000313625
229,16571.3,0.37524,0.24253,0.81364,0.96169,0.95147,0.96644,0.84667,0.33124,0.2609,0.55088,0.0003095,0.0003095,0.0003095
230,16643.4,0.38898,0.24773,0.82038,0.962,0.95357,0.96324,0.84562,0.32737,0.26084,0.55048,0.000305375,0.000305375,0.000305375
231,16715.5,0.38709,0.25082,0.81823,0.95869,0.95571,0.96366,0.84553,0.3256,0.24614,0.5517,0.00030125,0.00030125,0.00030125
232,16787.6,0.37218,0.24361,0.81532,0.96638,0.95557,0.9665,0.84953,0.32751,0.24782,0.5525,0.000297125,0.000297125,0.000297125
233,16859.7,0.37342,0.24506,0.81052,0.962,0.96239,0.96746,0.8453,0.33162,0.23629,0.55294,0.000293,0.000293,0.000293
234,16931.8,0.3864,0.25789,0.81984,0.95838,0.96187,0.97029,0.85006,0.34279,0.23205,0.55604,0.000288875,0.000288875,0.000288875
235,17003.8,0.39537,0.25364,0.81573,0.9547,0.96567,0.96676,0.85009,0.33998,0.22753,0.55529,0.00028475,0.00028475,0.00028475
236,17076,0.38224,0.25173,0.80995,0.95569,0.96822,0.96883,0.84691,0.33291,0.22235,0.55278,0.000280625,0.000280625,0.000280625
237,17148,0.36877,0.23676,0.81628,0.95504,0.96183,0.96587,0.851,0.32985,0.22848,0.55305,0.0002765,0.0002765,0.0002765
238,17220,0.39672,0.25237,0.80808,0.96254,0.95441,0.96567,0.85451,0.3254,0.22998,0.55233,0.000272375,0.000272375,0.000272375
239,17292.2,0.37502,0.23754,0.8097,0.95759,0.95593,0.96808,0.84794,0.33749,0.23294,0.55402,0.00026825,0.00026825,0.00026825
240,17364.5,0.38084,0.25515,0.81504,0.95647,0.95395,0.96946,0.85446,0.33186,0.22801,0.55402,0.000264125,0.000264125,0.000264125
241,17436.7,0.37411,0.24864,0.8233,0.95462,0.96072,0.97211,0.85491,0.33002,0.23272,0.55367,0.00026,0.00026,0.00026
242,17508.8,0.38797,0.24866,0.82139,0.95837,0.95425,0.97248,0.8488,0.3348,0.22961,0.55442,0.000255875,0.000255875,0.000255875
243,17580.6,0.39275,0.25211,0.82639,0.95897,0.95422,0.97006,0.8531,0.3305,0.22626,0.55495,0.00025175,0.00025175,0.00025175
244,17652.7,0.37655,0.24074,0.81476,0.96276,0.95328,0.968,0.85257,0.33364,0.22438,0.55644,0.000247625,0.000247625,0.000247625
245,17724.8,0.36537,0.23861,0.80781,0.95884,0.95737,0.96705,0.8539,0.34043,0.23043,0.55849,0.0002435,0.0002435,0.0002435
246,17796.8,0.38004,0.24668,0.81946,0.95276,0.9529,0.96411,0.85067,0.33306,0.23288,0.55644,0.000239375,0.000239375,0.000239375
247,17869.2,0.37943,0.24087,0.82129,0.95335,0.95252,0.96419,0.84902,0.34253,0.23244,0.55694,0.00023525,0.00023525,0.00023525
248,17941.4,0.3595,0.23846,0.80862,0.95847,0.95955,0.97129,0.85154,0.3368,0.23331,0.55548,0.000231125,0.000231125,0.000231125
249,18013.5,0.35784,0.22934,0.80705,0.95227,0.96198,0.97106,0.85076,0.33354,0.23244,0.55396,0.000227,0.000227,0.000227
250,18085.5,0.36351,0.23888,0.81363,0.96139,0.95304,0.97107,0.85168,0.33552,0.24229,0.55399,0.000222875,0.000222875,0.000222875
251,18157.5,0.36357,0.23121,0.80961,0.95261,0.94675,0.96738,0.85112,0.33307,0.25502,0.55392,0.00021875,0.00021875,0.00021875
252,18229.8,0.37565,0.23795,0.8121,0.96173,0.95972,0.97302,0.85399,0.32983,0.25166,0.55345,0.000214625,0.000214625,0.000214625
253,18301.9,0.38069,0.23998,0.81973,0.96245,0.95894,0.97175,0.85152,0.33947,0.24797,0.55478,0.0002105,0.0002105,0.0002105
254,18374.4,0.3745,0.24291,0.8139,0.9623,0.95956,0.97125,0.85018,0.33284,0.23668,0.55499,0.000206375,0.000206375,0.000206375
255,18446.4,0.37222,0.23929,0.81371,0.95521,0.96596,0.97055,0.85116,0.33429,0.23109,0.55423,0.00020225,0.00020225,0.00020225
256,18518.5,0.37834,0.24181,0.81789,0.95891,0.95666,0.96892,0.84852,0.3348,0.22698,0.55261,0.000198125,0.000198125,0.000198125
257,18590.5,0.3575,0.23066,0.81624,0.95352,0.96547,0.96994,0.85157,0.33209,0.22512,0.55305,0.000194,0.000194,0.000194
258,18662.6,0.36341,0.22789,0.81815,0.95503,0.96559,0.97247,0.85117,0.33517,0.22532,0.55344,0.000189875,0.000189875,0.000189875
259,18734.7,0.34987,0.2243,0.80941,0.95409,0.96607,0.97146,0.85285,0.33096,0.22416,0.55309,0.00018575,0.00018575,0.00018575
260,18806.6,0.36979,0.2356,0.81052,0.96243,0.95167,0.97284,0.85117,0.32929,0.22357,0.55214,0.000181625,0.000181625,0.000181625
261,18878.6,0.34923,0.22876,0.81468,0.9593,0.95424,0.97148,0.85377,0.33197,0.22205,0.55365,0.0001775,0.0001775,0.0001775
262,18950.8,0.36272,0.23332,0.81551,0.95198,0.94896,0.96725,0.85714,0.32866,0.2241,0.55329,0.000173375,0.000173375,0.000173375
263,19022.6,0.35601,0.22958,0.8139,0.95301,0.95758,0.97142,0.85653,0.33191,0.2257,0.55447,0.00016925,0.00016925,0.00016925
264,19094.7,0.34723,0.2292,0.81095,0.95296,0.95836,0.97151,0.86129,0.32848,0.22681,0.55379,0.000165125,0.000165125,0.000165125
265,19167.2,0.35386,0.22794,0.81721,0.95381,0.95806,0.97124,0.85777,0.32935,0.22285,0.55359,0.000161,0.000161,0.000161
266,19239.6,0.36278,0.23582,0.81827,0.95651,0.95375,0.96969,0.8524,0.3317,0.21789,0.55403,0.000156875,0.000156875,0.000156875
267,19311.5,0.34779,0.22272,0.80824,0.9573,0.958,0.97022,0.8503,0.33536,0.22096,0.55474,0.00015275,0.00015275,0.00015275
268,19383.5,0.33986,0.21567,0.80842,0.95566,0.96103,0.97054,0.85586,0.33425,0.22123,0.55471,0.000148625,0.000148625,0.000148625
269,19455.6,0.3582,0.23105,0.81103,0.95566,0.96185,0.97254,0.86485,0.32647,0.21979,0.55339,0.0001445,0.0001445,0.0001445
270,19527.5,0.35922,0.22968,0.81649,0.95748,0.96204,0.97177,0.85849,0.33088,0.22105,0.55415,0.000140375,0.000140375,0.000140375
271,19599.4,0.35183,0.22279,0.80861,0.95743,0.9622,0.97386,0.86153,0.32786,0.22053,0.55304,0.00013625,0.00013625,0.00013625
272,19671.6,0.37143,0.23497,0.81257,0.9577,0.96348,0.97382,0.86096,0.32694,0.2191,0.55243,0.000132125,0.000132125,0.000132125
273,19743.7,0.35962,0.2381,0.8233,0.95784,0.96239,0.97282,0.85936,0.32524,0.21721,0.5522,0.000128,0.000128,0.000128
274,19815.7,0.37043,0.23835,0.81697,0.95723,0.96079,0.97028,0.85887,0.32799,0.21759,0.55329,0.000123875,0.000123875,0.000123875
275,19887.6,0.34612,0.22369,0.81183,0.95515,0.95803,0.96968,0.85943,0.32995,0.21843,0.55351,0.00011975,0.00011975,0.00011975
276,19959.7,0.34665,0.22562,0.81439,0.95479,0.95798,0.97012,0.86143,0.32723,0.22012,0.55346,0.000115625,0.000115625,0.000115625
277,20031.7,0.34954,0.22273,0.81644,0.95313,0.96245,0.97109,0.85637,0.33029,0.21937,0.5538,0.0001115,0.0001115,0.0001115
278,20103.8,0.34044,0.22286,0.81384,0.95351,0.96275,0.97168,0.85766,0.33068,0.22083,0.55396,0.000107375,0.000107375,0.000107375
279,20176.1,0.34108,0.22161,0.8132,0.95004,0.95902,0.9719,0.85728,0.33017,0.21917,0.55424,0.00010325,0.00010325,0.00010325
280,20248.1,0.36569,0.23259,0.82486,0.9573,0.95506,0.97299,0.85886,0.32501,0.21843,0.55259,9.9125e-05,9.9125e-05,9.9125e-05
281,20320.2,0.3349,0.21977,0.80758,0.96023,0.95804,0.97336,0.85899,0.33035,0.21715,0.55285,9.5e-05,9.5e-05,9.5e-05
282,20392.4,0.34898,0.22495,0.81681,0.96031,0.96601,0.97377,0.85982,0.32505,0.21596,0.55148,9.0875e-05,9.0875e-05,9.0875e-05
283,20464.4,0.38682,0.25205,0.82674,0.96179,0.95905,0.97338,0.86174,0.32402,0.2129,0.55189,8.675e-05,8.675e-05,8.675e-05
284,20536.6,0.33462,0.21551,0.80291,0.96044,0.96631,0.97316,0.85685,0.33022,0.20997,0.55231,8.2625e-05,8.2625e-05,8.2625e-05
285,20608.7,0.34672,0.22416,0.81547,0.96053,0.96644,0.97429,0.86245,0.32504,0.21062,0.55174,7.85e-05,7.85e-05,7.85e-05
286,20680.8,0.34726,0.22196,0.80805,0.96165,0.96261,0.97458,0.86434,0.32641,0.21258,0.55222,7.4375e-05,7.4375e-05,7.4375e-05
287,20752.9,0.3469,0.22926,0.81736,0.96156,0.96256,0.97389,0.86295,0.32729,0.21229,0.55198,7.025e-05,7.025e-05,7.025e-05
288,20824.9,0.35064,0.2214,0.81199,0.96103,0.96354,0.97332,0.86412,0.32564,0.21228,0.55219,6.6125e-05,6.6125e-05,6.6125e-05
289,20897,0.35495,0.22928,0.81951,0.95657,0.95815,0.97289,0.86408,0.3251,0.21392,0.55244,6.2e-05,6.2e-05,6.2e-05
290,20969.3,0.33638,0.2203,0.80359,0.95715,0.95751,0.97286,0.86408,0.32451,0.21532,0.5523,5.7875e-05,5.7875e-05,5.7875e-05
291,21040.4,0.36551,0.23576,0.7944,0.95697,0.95749,0.97289,0.86207,0.32487,0.21772,0.55241,5.375e-05,5.375e-05,5.375e-05
292,21111.2,0.35347,0.22778,0.78873,0.95094,0.95389,0.96778,0.85684,0.32919,0.22182,0.55308,4.9625e-05,4.9625e-05,4.9625e-05
293,21182.2,0.34257,0.21541,0.78661,0.95099,0.95429,0.96748,0.8514,0.33306,0.22224,0.55367,4.55e-05,4.55e-05,4.55e-05
294,21253,0.34477,0.22036,0.79312,0.95146,0.95461,0.96682,0.8517,0.33551,0.22079,0.55442,4.1375e-05,4.1375e-05,4.1375e-05
295,21323.9,0.3372,0.21599,0.78628,0.95481,0.95185,0.96651,0.85202,0.33541,0.22156,0.55487,3.725e-05,3.725e-05,3.725e-05
296,21394.8,0.34528,0.21336,0.78221,0.95296,0.957,0.96692,0.85059,0.3356,0.22015,0.55463,3.3125e-05,3.3125e-05,3.3125e-05
297,21465.7,0.33573,0.2132,0.78371,0.95499,0.95191,0.96665,0.8498,0.33555,0.22038,0.55444,2.9e-05,2.9e-05,2.9e-05
298,21536.6,0.33516,0.21701,0.78275,0.95718,0.95336,0.96687,0.85237,0.33242,0.21988,0.55402,2.4875e-05,2.4875e-05,2.4875e-05
299,21607.3,0.3323,0.21255,0.78907,0.95656,0.9523,0.96683,0.85417,0.33032,0.22013,0.5537,2.075e-05,2.075e-05,2.075e-05
300,21678.2,0.33566,0.21228,0.78583,0.95681,0.95227,0.96682,0.85638,0.32983,0.22098,0.55352,1.6625e-05,1.6625e-05,1.6625e-05
